Lead_ID,Name,Phone,Source_Number,Assigned_Role
LEAD-0752,Hari Menon,9167098614,Site Visit,SITE_VISIT
LEAD-0753,Shreya Ramaswamy,7646713440,Channel Partner,CHANNEL_PARTNER
LEAD-0754,Krishna Bose,9226982821,Channel Partner,CHANNEL_PARTNER
LEAD-0755,Ishaan Bose,8684458809,Buyer,BUYER
LEAD-0756,Ishita Menon,6044499263,Site Visit,SITE_VISIT
LEAD-0757,Kavya Tripathi,7420293063,Buyer,BUYER
LEAD-0758,Saanvi Bose,6397431150,Enquiry,ENQUIRY
LEAD-0759,Aadhya Mukherjee,8232418148,Enquiry,ENQUIRY
LEAD-0760,Vasudevan Aggarwal,6189025456,Enquiry,ENQUIRY
LEAD-0761,Tanvi Patel,6580800160,Enquiry,ENQUIRY
LEAD-0762,Akash Joshi,9917789660,Channel Partner,CHANNEL_PARTNER
LEAD-0763,Harish Gupta,6471503452,Site Visit,SITE_VISIT
LEAD-0764,Janani Reddy,6365814162,Channel Partner,CHANNEL_PARTNER
LEAD-0765,Aadhya Sharma,9762966514,Channel Partner,CHANNEL_PARTNER
LEAD-0766,Janani Gupta,7988318769,Channel Partner,CHANNEL_PARTNER
LEAD-0767,Ananya Saxena,9333889269,Enquiry,ENQUIRY
LEAD-0768,Aarav Ramaswamy,6817754839,Site Visit,SITE_VISIT
LEAD-0769,Divya Rao,8492317794,Channel Partner,CHANNEL_PARTNER
LEAD-0770,Janani Ramaswamy,7950964486,Site Visit,SITE_VISIT
LEAD-0771,Neha Roy,7481591238,Site Visit,SITE_VISIT
LEAD-0772,Hari Malhotra,6574120066,Site Visit,SITE_VISIT
LEAD-0773,Ayaan Kapoor,6333381494,Enquiry,ENQUIRY
LEAD-0774,Rahul Kumar,9521588375,Enquiry,ENQUIRY
LEAD-0775,Rahul Krishnan,9579240401,Site Visit,SITE_VISIT
LEAD-0776,Navaneethan Menon,6928489060,Enquiry,ENQUIRY
LEAD-0777,Tanvi Venkatesh,8185571588,Enquiry,ENQUIRY
LEAD-0778,Arjun Joshi,8004359075,Site Visit,SITE_VISIT
LEAD-0779,Azhagu Verma,7245544669,Channel Partner,CHANNEL_PARTNER
LEAD-0780,Reyansh Bose,7736891737,Site Visit,SITE_VISIT
LEAD-0781,Ayaan Pillai,8051834242,Enquiry,ENQUIRY
LEAD-0782,Krishna Rao,7243549180,Enquiry,ENQUIRY
LEAD-0783,Neha Chauhan,8094382969,Buyer,BUYER
LEAD-0784,Pooja Kumar,6161860193,Site Visit,SITE_VISIT
LEAD-0785,Pooja Das,9491539282,Channel Partner,CHANNEL_PARTNER
LEAD-0786,Ramesh Bose,6781165354,Buyer,BUYER
LEAD-0787,Diya Rao,6359810864,Channel Partner,CHANNEL_PARTNER
LEAD-0788,Ganesh Venkatesh,8730261571,Buyer,BUYER
LEAD-0789,Anand Joshi,9564877559,Channel Partner,CHANNEL_PARTNER
LEAD-0790,Gopal Venkatesh,9128538884,Channel Partner,CHANNEL_PARTNER
LEAD-0791,Karthik Singh,8450322910,Buyer,BUYER
LEAD-0792,Ramesh Singh,9228140445,Channel Partner,CHANNEL_PARTNER
LEAD-0793,Tanvi Mehta,6854065661,Site Visit,SITE_VISIT
LEAD-0794,Diya Kapoor,6284224318,Buyer,BUYER
LEAD-0795,Siddharth Chatterjee,6065233172,Site Visit,SITE_VISIT
LEAD-0796,Lakshmi Kulkarni,7885868646,Site Visit,SITE_VISIT
LEAD-0797,Priya Naidu,6963475114,Channel Partner,CHANNEL_PARTNER
LEAD-0798,Riya Mukherjee,6217779673,Buyer,BUYER
LEAD-0799,Arjun Malhotra,9107797516,Enquiry,ENQUIRY
LEAD-0800,Myra Tripathi,6976815511,Buyer,BUYER
LEAD-0801,Vihaan Kulkarni,9691466510,Channel Partner,CHANNEL_PARTNER
LEAD-0802,Ishaan Sundaram,7719887280,Channel Partner,CHANNEL_PARTNER
LEAD-0803,Tanvi Jain,8025862011,Site Visit,SITE_VISIT
LEAD-0804,Ananya Kulkarni,9052908689,Site Visit,SITE_VISIT
LEAD-0805,Harish Das,9885217537,Channel Partner,CHANNEL_PARTNER
LEAD-0806,Vikram Iyer,9930986712,Channel Partner,CHANNEL_PARTNER
LEAD-0807,Nisha Patel,8607994713,Site Visit,SITE_VISIT
LEAD-0808,Ayaan Arora,9491823193,Channel Partner,CHANNEL_PARTNER
LEAD-0809,Myra Yadav,7108115285,Channel Partner,CHANNEL_PARTNER
LEAD-0810,Ramesh Kapoor,9212525937,Enquiry,ENQUIRY
LEAD-0811,Aarav Pillai,7280397771,Enquiry,ENQUIRY
LEAD-0812,Lakshmi Menon,8277910363,Site Visit,SITE_VISIT
LEAD-0813,Ira Yadav,9112167722,Enquiry,ENQUIRY
LEAD-0814,Ayaan Balaji,8212806224,Site Visit,SITE_VISIT
LEAD-0815,Ishaan Iyer,6116761747,Enquiry,ENQUIRY
LEAD-0816,Nisha Gupta,6884584840,Site Visit,SITE_VISIT
LEAD-0817,Anika Pillai,6931628781,Site Visit,SITE_VISIT
LEAD-0818,Akash Arora,7327391917,Channel Partner,CHANNEL_PARTNER
LEAD-0819,Vasudevan Krishnan,6794629071,Enquiry,ENQUIRY
LEAD-0820,Ira Venkatesh,6430844493,Buyer,BUYER
LEAD-0821,Sai Pandey,6998142403,Enquiry,ENQUIRY
LEAD-0822,Saanvi Krishnan,9903374265,Site Visit,SITE_VISIT
LEAD-0823,Rohan Reddy,9422714336,Buyer,BUYER
LEAD-0824,Sneha Kapoor,7203974038,Enquiry,ENQUIRY
LEAD-0825,Anika Subramanian,9196215509,Enquiry,ENQUIRY
LEAD-0826,Rohan Malhotra,9009752674,Enquiry,ENQUIRY
LEAD-0827,Sai Sharma,9842298273,Buyer,BUYER
LEAD-0828,Vasudevan Krishnan,9249488893,Channel Partner,CHANNEL_PARTNER
LEAD-0829,Harish Krishnan,9915699767,Channel Partner,CHANNEL_PARTNER
LEAD-0830,Harish Chauhan,9564727757,Enquiry,ENQUIRY
LEAD-0831,Reyansh Krishnan,6756741755,Site Visit,SITE_VISIT
LEAD-0832,Dinesh Venkatesh,9499037448,Site Visit,SITE_VISIT
LEAD-0833,Aditya Pandey,9990388821,Buyer,BUYER
LEAD-0834,Harish Menon,8499065055,Buyer,BUYER
LEAD-0835,Ayaan Jain,6268377603,Enquiry,ENQUIRY
LEAD-0836,Harish Pandey,6941037138,Site Visit,SITE_VISIT
LEAD-0837,Siddharth Gupta,7454309592,Enquiry,ENQUIRY
LEAD-0838,Azhagu Yadav,8783920968,Site Visit,SITE_VISIT
LEAD-0839,Ganesh Venkatesh,7063399202,Buyer,BUYER
LEAD-0840,Siddharth Chauhan,6215787642,Buyer,BUYER
LEAD-0841,Myra Ramaswamy,6938278708,Channel Partner,CHANNEL_PARTNER
LEAD-0842,Vivaan Shetty,8563179990,Buyer,BUYER
LEAD-0843,Kavya Kulkarni,9303314678,Buyer,BUYER
LEAD-0844,Riya Aggarwal,8253202225,Enquiry,ENQUIRY
LEAD-0845,Vikram Rao,7898807398,Enquiry,ENQUIRY
LEAD-0846,Saanvi Kapoor,7255165754,Site Visit,SITE_VISIT
LEAD-0847,Vihaan Naidu,7513325437,Site Visit,SITE_VISIT
LEAD-0848,Gopal Malhotra,7414559991,Channel Partner,CHANNEL_PARTNER
LEAD-0849,Myra Narayanan,9286999880,Enquiry,ENQUIRY
LEAD-0850,Ishita Saxena,6496141726,Enquiry,ENQUIRY
LEAD-0851,Sneha Kumar,9851514050,Site Visit,SITE_VISIT
LEAD-0852,Sai Shetty,7547846594,Enquiry,ENQUIRY
LEAD-0853,Hari Balaji,8224811570,Channel Partner,CHANNEL_PARTNER
LEAD-0854,Naveen Mukherjee,8791651083,Buyer,BUYER
LEAD-0855,Riya Nair,7977772798,Site Visit,SITE_VISIT
LEAD-0856,Naveen Tripathi,8921601841,Site Visit,SITE_VISIT
LEAD-0857,Janani Kumar,8727653545,Site Visit,SITE_VISIT
LEAD-0858,Diya Malhotra,6562746789,Site Visit,SITE_VISIT
LEAD-0859,Vikram Shetty,7498065933,Site Visit,SITE_VISIT
LEAD-0860,Karthik Singh,9291706239,Channel Partner,CHANNEL_PARTNER
LEAD-0861,Naveen Verma,9964512352,Buyer,BUYER
LEAD-0862,Diya Arora,8581746680,Enquiry,ENQUIRY
LEAD-0863,Pooja Narayanan,6365276652,Enquiry,ENQUIRY
LEAD-0864,Tanvi Narayanan,7957075880,Channel Partner,CHANNEL_PARTNER
LEAD-0865,Siddharth Tripathi,7751361568,Buyer,BUYER
LEAD-0866,Diya Nair,8246471078,Buyer,BUYER
LEAD-0867,Vasudevan Pandey,7426353953,Site Visit,SITE_VISIT
LEAD-0868,Anika Mehta,8796262369,Enquiry,ENQUIRY
LEAD-0869,Anand Rao,8897663773,Site Visit,SITE_VISIT
LEAD-0870,Krishna Bhat,6220586720,Buyer,BUYER
LEAD-0871,Ishita Chatterjee,9423598812,Buyer,BUYER
LEAD-0872,Naveen Bose,8866103953,Site Visit,SITE_VISIT
LEAD-0873,Aditya Jain,9439281045,Channel Partner,CHANNEL_PARTNER
LEAD-0874,Navaneethan Kapoor,7726638503,Buyer,BUYER
LEAD-0875,Shreya Bose,8753040326,Channel Partner,CHANNEL_PARTNER
LEAD-0876,Saanvi Bose,9722228837,Site Visit,SITE_VISIT
LEAD-0877,Azhagu Roy,7596878581,Channel Partner,CHANNEL_PARTNER
LEAD-0878,Aarav Chatterjee,8676869634,Channel Partner,CHANNEL_PARTNER
LEAD-0879,Vivaan Tripathi,7853567465,Site Visit,SITE_VISIT
LEAD-0880,Neha Kulkarni,6121580953,Channel Partner,CHANNEL_PARTNER
LEAD-0881,Rohan Kumar,8808623903,Site Visit,SITE_VISIT
LEAD-0882,Janani Ramaswamy,6791348337,Site Visit,SITE_VISIT
LEAD-0883,Ishita Malhotra,6315072921,Enquiry,ENQUIRY
LEAD-0884,Anika Chauhan,9355431652,Enquiry,ENQUIRY
LEAD-0885,Karthik Jain,7401591813,Enquiry,ENQUIRY
LEAD-0886,Anand Rao,6121816832,Buyer,BUYER
LEAD-0887,Gopal Patel,7306338733,Enquiry,ENQUIRY
LEAD-0888,Gopal Jain,8664133769,Channel Partner,CHANNEL_PARTNER
LEAD-0889,Reyansh Subramanian,6831254977,Site Visit,SITE_VISIT
LEAD-0890,Anand Naidu,8982273424,Buyer,BUYER
LEAD-0891,Dinesh Bose,8510435464,Enquiry,ENQUIRY
LEAD-0892,Vasudevan Narayanan,9021185687,Channel Partner,CHANNEL_PARTNER
LEAD-0893,Priya Kapoor,6521053924,Buyer,BUYER
LEAD-0894,Priya Tripathi,7924075329,Site Visit,SITE_VISIT
LEAD-0895,Shreya Arora,6639593034,Site Visit,SITE_VISIT
LEAD-0896,Arjun Singh,9950896610,Buyer,BUYER
LEAD-0897,Suresh Yadav,9849582772,Buyer,BUYER
LEAD-0898,Vikram Sundaram,9801186104,Channel Partner,CHANNEL_PARTNER
LEAD-0899,Arjun Rao,8327510201,Buyer,BUYER
LEAD-0900,Riya Kapoor,9611508489,Enquiry,ENQUIRY
LEAD-0901,Riya Verma,9923511548,Site Visit,SITE_VISIT
LEAD-0902,Akash Patel,7404158490,Site Visit,SITE_VISIT
LEAD-0903,Myra Yadav,6089585113,Enquiry,ENQUIRY
LEAD-0904,Anand Mukherjee,8209775041,Enquiry,ENQUIRY
LEAD-0905,Ira Ramaswamy,7825217209,Site Visit,SITE_VISIT
LEAD-0906,Ishaan Balaji,7513512505,Enquiry,ENQUIRY
LEAD-0907,Aarav Tripathi,7265496014,Buyer,BUYER
LEAD-0908,Vasudevan Rao,8814337545,Buyer,BUYER
LEAD-0909,Sneha Iyer,9133260830,Buyer,BUYER
LEAD-0910,Lakshmi Kulkarni,6170044642,Channel Partner,CHANNEL_PARTNER
LEAD-0911,Riya Das,8205161130,Channel Partner,CHANNEL_PARTNER
LEAD-0912,Dinesh Kumar,8734159239,Channel Partner,CHANNEL_PARTNER
LEAD-0913,Vivaan Krishnan,9071659507,Buyer,BUYER
LEAD-0914,Rahul Nair,7794356022,Buyer,BUYER
LEAD-0915,Siddharth Ramaswamy,9373782005,Site Visit,SITE_VISIT
LEAD-0916,Rohan Bhat,7169346355,Site Visit,SITE_VISIT
LEAD-0917,Krishna Shetty,7461243567,Channel Partner,CHANNEL_PARTNER
LEAD-0918,Reyansh Mukherjee,6438604076,Enquiry,ENQUIRY
LEAD-0919,Aadhya Chauhan,7974404228,Enquiry,ENQUIRY
LEAD-0920,Shreya Nair,6255554375,Channel Partner,CHANNEL_PARTNER
LEAD-0921,Anika Saxena,6192955782,Channel Partner,CHANNEL_PARTNER
LEAD-0922,Ira Rao,7628909287,Buyer,BUYER
LEAD-0923,Rahul Yadav,8938342917,Buyer,BUYER
LEAD-0924,Lakshmi Malhotra,6566481040,Buyer,BUYER
LEAD-0925,Dinesh Reddy,7172562421,Buyer,BUYER
LEAD-0926,Ramesh Joshi,8361508182,Buyer,BUYER
LEAD-0927,Ananya Sharma,7621024804,Buyer,BUYER
LEAD-0928,Aarav Naidu,9132143455,Site Visit,SITE_VISIT
LEAD-0929,Meera Verma,6759358685,Enquiry,ENQUIRY
LEAD-0930,Arjun Kumar,8556617694,Channel Partner,CHANNEL_PARTNER
LEAD-0931,Janani Tripathi,6094075916,Site Visit,SITE_VISIT
LEAD-0932,Aadhya Balaji,7252583295,Channel Partner,CHANNEL_PARTNER
LEAD-0933,Vikram Menon,9386426989,Channel Partner,CHANNEL_PARTNER
LEAD-0934,Dinesh Joshi,9687260113,Channel Partner,CHANNEL_PARTNER
LEAD-0935,Neha Kumar,7570028939,Channel Partner,CHANNEL_PARTNER
LEAD-0936,Neha Verma,9677229791,Buyer,BUYER
LEAD-0937,Anand Pillai,9096383872,Enquiry,ENQUIRY
LEAD-0938,Kavya Menon,6214807886,Enquiry,ENQUIRY
LEAD-0939,Ramesh Kumar,8235834366,Channel Partner,CHANNEL_PARTNER
LEAD-0940,Reyansh Krishnan,9448936679,Channel Partner,CHANNEL_PARTNER
LEAD-0941,Dinesh Mehta,8489055650,Enquiry,ENQUIRY
LEAD-0942,Priya Narayanan,8388692377,Site Visit,SITE_VISIT
LEAD-0943,Neha Pillai,6353063760,Buyer,BUYER
LEAD-0944,Rahul Jain,6537500738,Enquiry,ENQUIRY
LEAD-0945,Ishaan Jain,6783882733,Site Visit,SITE_VISIT
LEAD-0946,Diya Saxena,9875138661,Buyer,BUYER
LEAD-0947,Vikram Reddy,9364065667,Site Visit,SITE_VISIT
LEAD-0948,Navaneethan Arora,7243297218,Buyer,BUYER
LEAD-0949,Lakshmi Nair,8913534220,Enquiry,ENQUIRY
LEAD-0950,Lakshmi Ramaswamy,8793398006,Site Visit,SITE_VISIT
LEAD-0951,Tanvi Balaji,6892965296,Channel Partner,CHANNEL_PARTNER
LEAD-0952,Kavya Naidu,7484547864,Channel Partner,CHANNEL_PARTNER
LEAD-0953,Neha Das,6448194317,Enquiry,ENQUIRY
LEAD-0954,Janani Chauhan,8398218296,Site Visit,SITE_VISIT
LEAD-0955,Akash Bhat,9485349639,Buyer,BUYER
LEAD-0956,Shreya Verma,9442115834,Site Visit,SITE_VISIT
LEAD-0957,Reyansh Naidu,6264424157,Site Visit,SITE_VISIT
LEAD-0958,Hari Bhat,8051385763,Enquiry,ENQUIRY
LEAD-0959,Shreya Chatterjee,9502456442,Buyer,BUYER
LEAD-0960,Lakshmi Gupta,7170871214,Channel Partner,CHANNEL_PARTNER
LEAD-0961,Sai Mukherjee,9023767559,Channel Partner,CHANNEL_PARTNER
LEAD-0962,Azhagu Naidu,7069806808,Buyer,BUYER
LEAD-0963,Anand Verma,6630876020,Buyer,BUYER
LEAD-0964,Meera Bhat,7263207356,Channel Partner,CHANNEL_PARTNER
LEAD-0965,Vikram Balaji,7559959846,Buyer,BUYER
LEAD-0966,Ramesh Chauhan,9851882729,Channel Partner,CHANNEL_PARTNER
LEAD-0967,Pooja Joshi,6349229160,Buyer,BUYER
LEAD-0968,Myra Menon,9125117661,Site Visit,SITE_VISIT
LEAD-0969,Aadhya Bose,7074553619,Enquiry,ENQUIRY
LEAD-0970,Arjun Roy,8701177161,Site Visit,SITE_VISIT
LEAD-0971,Myra Ramaswamy,7130604079,Buyer,BUYER
LEAD-0972,Aditya Bhat,9248354727,Channel Partner,CHANNEL_PARTNER
LEAD-0973,Gopal Pillai,6769266243,Enquiry,ENQUIRY
LEAD-0974,Aarav Jain,8750072831,Enquiry,ENQUIRY
LEAD-0975,Aadhya Bhat,9487703228,Channel Partner,CHANNEL_PARTNER
LEAD-0976,Karthik Saxena,7128117889,Buyer,BUYER
LEAD-0977,Ishaan Mehta,6454048738,Channel Partner,CHANNEL_PARTNER
LEAD-0978,Hari Malhotra,6581177624,Site Visit,SITE_VISIT
LEAD-0979,Ramesh Ramaswamy,9671621878,Enquiry,ENQUIRY
LEAD-0980,Myra Kapoor,8887967512,Site Visit,SITE_VISIT
LEAD-0981,Gopal Sharma,6693666476,Site Visit,SITE_VISIT
LEAD-0982,Rohan Bhat,9735495313,Enquiry,ENQUIRY
LEAD-0983,Diya Krishnan,6974189446,Enquiry,ENQUIRY
LEAD-0984,Dinesh Sharma,9765000380,Site Visit,SITE_VISIT
LEAD-0985,Aditya Yadav,7809889433,Channel Partner,CHANNEL_PARTNER
LEAD-0986,Navaneethan Bose,6624494538,Buyer,BUYER
LEAD-0987,Janani Pillai,8094270803,Buyer,BUYER
LEAD-0988,Ananya Krishnan,8961368641,Buyer,BUYER
LEAD-0989,Aadhya Balaji,9898660982,Enquiry,ENQUIRY
LEAD-0990,Ananya Malhotra,9426820552,Site Visit,SITE_VISIT
LEAD-0991,Kavya Balaji,8061402525,Enquiry,ENQUIRY
LEAD-0992,Kavya Ramaswamy,9368338891,Enquiry,ENQUIRY
LEAD-0993,Reyansh Pillai,6627955944,Site Visit,SITE_VISIT
LEAD-0994,Diya Nair,6484006529,Site Visit,SITE_VISIT
LEAD-0995,Diya Patel,8284835410,Buyer,BUYER
LEAD-0996,Divya Sundaram,9021322936,Buyer,BUYER
LEAD-0997,Ayaan Bose,9264243166,Buyer,BUYER
LEAD-0998,Pranav Kumar,6022768040,Buyer,BUYER
LEAD-0999,Tanvi Iyer,9989569477,Channel Partner,CHANNEL_PARTNER
LEAD-1000,Akash Tripathi,7189440114,Enquiry,ENQUIRY
